trans_type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,trans_datetime
CASHOUT,3027.36,C936,94079,40630.36,C1266,106276,36941.11,0,0,27/11/2022 00:57
PAYMENT,9296.31,C140,56586,43822.69,C1733,21162,32414.31,0,0,29/11/2022 21:38
CASHOUT,3308.44,C373,24789,22367.56,C1392,28833,36393.44,0,0,19/02/2022 13:22
TRANSFER,3608.72,C515,1617,867.28,C1112,148278,149432.72,0,0,07/06/2023 20:50
Cash_Out,4255.35,C278,40002,35388.65,C1789,120788,121715.35,0,0,07/05/2023 19:59
PAYMENT,1966.78,C325,63620,65715.22,C1202,51747,49114.78,0,0,05/08/2023 16:45
 CASH_IN,200.31,C417,87688,84637.69,C1852,90037,94030.31,0,0,12/11/2023 06:59
CASHOUT,1587.26,C552,89627,88358.74,C1773,113850,114750.26,0,0,29/09/2022 08:04
 CASH_IN,19164.85,C887,37850,18645.15,C1143,118519,141162.85,0,0,09/09/2022 00:28
payment ,16869.94,C995,82172,66363.06,C1242,119271,131227.94,0,0,14/07/2023 13:58
payment ,2513.92,C601,86053,84396.08,C1781,55387,60046.92,0,0,27/11/2023 16:46
TRANSFER,6516.59,C992,31786,24756.41,C1034,25226,33021.59,0,0,30/11/2023 20:29
 CASH_IN,2121.76,C767,74356,74984.24,C1809,106287,105613.76,0,0,31/03/2022 03:21
 CASH_IN,5559.9,C928,36244,35488.1,C1052,137572,141098.9,0,0,22/03/2023 13:03
Cash_Out,8184.82,C920,74714,62606.18,C1502,1634,9068.82,0,0,28/11/2022 00:11
CASHOUT,14664.37,C307,67261,48896.63,C1355,145131,158329.37,0,0,19/05/2022 02:16
Cash_Out,2555.9,C656,18477,17570.1,C1149,115855,121821.9,0,0,23/12/2022 01:18
transfer,7646.16,C306,46533,41067.84,C1436,4076,16396.16,0,0,24/08/2023 17:24
TRANSFER,1545.74,C898,34469,36061.26,C1449,106694,106477.74,0,0,01/10/2022 01:56
 CASH_IN,130.54,C469,12270,10399.46,C1266,128798,126666.54,0,0,07/11/2022 05:59
TRANSFER,4625.76,C183,76008,66745.24,C1907,157003,161564.76,0,0,03/06/2022 21:03
TRANSFER,5386.79,C630,20724,11182.21,C1608,32007,34229.79,0,0,25/01/2023 19:30
Cash_Out,5824.49,C624,30416,22623.51,C1085,153816,157199.49,0,0,17/09/2022 22:59
 CASH_IN,641.37,C290,35575,31260.63,C1308,161468,158677.37,0,0,12/09/2023 21:12
payment ,13946.01,C248,81190,70826.99,C1264,88619,102285.01,0,0,25/07/2023 22:23
payment ,999.48,C323,76614,73869.52,C1491,181026,184982.48,0,0,05/05/2022 20:36
CASHOUT,4874.28,C442,93566,88827.72,C1582,122315,130733.28,0,0,20/12/2022 16:38
CASHOUT,1259.49,C603,73108,73956.51,C1016,66038,71517.49,0,0,30/09/2022 04:05
Cash_Out,1835.19,C58,17408,13809.81,C1188,143828,147188.19,0,1,11/09/2023 06:31
Cash_Out,3953.34,C268,19359,19902.66,C1521,141677,148565.34,0,0,02/09/2022 05:06
transfer,2699.5,C317,8698,6666.5,C1165,153488,160306.5,0,0,26/03/2023 14:29
PAYMENT,873.11,C93,70392,70830.89,C1890,56558,60652.11,0,0,04/09/2022 12:05
PAYMENT,937.29,C253,93063,96081.71,C1550,168559,172010.29,0,0,04/06/2023 20:48
TRANSFER,2707.67,C686,39492,37249.33,C1877,106052,110824.67,0,0,21/05/2022 22:51
CASHOUT,7079.3,C459,74781,63199.7,C1344,93079,101895.3,0,0,28/12/2022 09:42
payment ,11412.18,C514,43634,33283.82,C1218,96816,105768.18,0,0,08/01/2022 12:09
 CASH_IN,439.39,C532,42864,40368.61,C1093,133942,133200.39,0,0,23/04/2023 23:18
 CASH_IN,528.17,C832,37355,37682.83,C1874,135830,139381.17,0,0,10/05/2023 19:01
payment ,83.66,C401,37690,40444.34,C1033,111342,115489.66,0,0,29/08/2023 05:24
CASHOUT,5419.39,C780,37814,33471.61,C1800,169808,171061.39,0,0,03/03/2023 16:21
CASHOUT,4612.17,C966,31645,22167.83,C1415,65138,68074.17,0,0,08/02/2022 06:05
Transfeer,889.77,C332,84814,88216.23,C1505,50250,46768.77,0,0,16/08/2023 21:12
Cash_Out,1331.64,C720,72739,70440.36,C1489,117857,117174.64,0,0,06/07/2022 13:28
 CASH_IN,119.97,C876,56630,58210.03,C1523,115070,118410.97,0,0,19/08/2023 04:27
Cash_Out,3544.4,C607,48171,3537.78,C1232,40558,131336.56,0,0,23/08/2023 05:23
Cash_Out,18382.9,C92,21658,4821.1,C1598,53092,74407.9,0,0,03/04/2022 11:51
PAYMENT,727.79,C556,15797,18465.21,C1604,75121,74630.79,0,0,27/03/2022 23:04
Cash_Out,1316.41,C573,58799,57076.59,C1106,122140,127454.41,0,0,13/02/2022 18:28
PAYMENT,10140.3,C541,98342,83762.7,C1192,130877,142502.3,0,0,17/05/2022 11:43
payment ,13049.89,C970,96494,83844.11,C1467,55604,69059.89,0,0,25/02/2023 08:06
TRANSFER,2720.42,C781,52236,51848.58,C1521,37039,38227.42,0,0,15/03/2022 13:10
 CASH_IN,259.74,C436,6265,4319.26,C1636,69859,72262.74,0,0,02/07/2023 17:57
PAYMENT,200.94,C9,72134,70893.06,C1786,92506,96118.94,0,0,05/09/2023 18:48
CASHOUT,4265.99,C455,82678,75623.01,C1278,100342,104882.99,0,0,27/05/2023 07:47
transfer,2495.27,C414,53494,48369.73,C1127,179817,183179.27,0,0,05/06/2022 17:18
 CASH_IN,145.35,C517,52268,54096.65,C1340,5461,10141.35,0,0,12/09/2022 15:47
transfer,4376.37,C978,26998,20302.63,C1696,40831,46723.37,0,0,20/06/2022 23:01
CASHOUT,56.83,C374,91426,89175.17,C1874,51137,50819.83,0,0,29/12/2023 22:20
 CASH_IN,1829.54,C523,61339,63601.46,C1058,136803,136046.54,0,0,18/11/2022 17:21
TRANSFER,205.45,C372,14306,15482.55,C1991,21500,21945.45,0,0,21/07/2023 06:34
transfer,4437.94,C703,64006,64510.06,C1181,33117,41603.94,0,0,01/04/2023 20:18
transfer,3928.49,C761,43826,40553.51,C1242,33208,41100.49,0,0,04/06/2022 09:13
PAYMENT,1609.57,C755,55597,50439.43,C1227,84728,83829.57,0,0,15/12/2022 20:03
payment ,6179.71,C849,7443,5698.29,C1559,84482,93872.71,0,0,27/03/2023 03:34
transfer,1583.78,C438,97375,93113.22,C1517,199760,205340.78,0,0,15/10/2023 10:56
payment ,11729.72,C194,17084,10216.28,C1554,25960,42261.72,0,0,22/06/2022 11:48
payment ,2347.79,C264,89447,89196.21,C1144,141319,140841.79,0,0,10/01/2022 00:52
 CASH_IN,259.48,C645,92313,93149.52,C1334,107918,106540.48,0,0,14/03/2023 19:50
payment ,2776.69,C896,34361,31769.31,C1757,114761,119878.69,0,0,04/09/2022 19:56
PAYMENT,8929.79,C425,80294,67533.21,C1931,26038,37867.79,0,0,29/10/2023 07:01
transfer,8190.44,C999,61331,52850.56,C1407,158842,171104.44,0,0,30/06/2023 20:59
payment ,1281.43,C950,20529,14633.57,C1743,72485,78642.43,0,0,09/05/2022 10:01
PAYMENT,8499.69,C688,58574,47504.31,C1887,195726,200830.69,0,0,03/11/2023 17:57
transfer,13324.84,C866,88627,71707.16,C1700,198813,209694.84,0,0,24/08/2023 23:04
payment ,501.1,C98,96917,91538.9,C1284,57773,61909.1,0,0,28/08/2023 11:00
 CASH_IN,2989.72,C29,30932,26939.28,C1241,83391,83422.72,0,0,23/11/2022 05:43
TRANSFER,10221.41,C290,1908,59073.5,C1077,52633,,0,0,08/02/2023 22:36
Cash_Out,10227.65,C574,30358,19026.35,C1569,122226,130612.65,0,0,21/09/2023 14:29
 CASH_IN,436.1,C486,30412,34791.9,C1449,150636,152467.1,0,0,29/08/2023 02:31
 CASH_IN,1185.74,C405,83710,85590.26,C1469,149186,147117.74,0,0,06/11/2023 13:44
Cash_Out,6981.08,C938,81032,78423.92,C1180,32803,40758.08,0,0,03/09/2023 12:00
payment ,3391.64,C145,65158,63805.36,C1264,129997,128808.64,0,0,25/12/2022 12:44
Cash_Out,2917.94,C287,30632,30429.06,C1715,103838,103863.94,0,0,26/08/2023 06:07
TRANSFER,2035.34,C580,32309,28943.66,C1681,190413,192122.34,0,0,19/12/2023 16:12
payment ,2509.1,C949,9280,2911.9,C1294,23545,26399.1,0,0,17/01/2022 13:01
Cash_Out,3774.48,C251,40449,35705.52,C1964,62759,65529.48,0,0,01/10/2022 05:35
Cash_Out,879.91,C161,87171,89841.09,C1889,106313,108274.91,0,0,16/11/2023 13:46
TRANSFER,4243.11,C926,26957,21455.89,C1246,76488,85281.11,0,0,26/04/2022 19:43
PAYMENT,8184.88,C109,36895,26554.12,C1423,117805,124899.88,0,0,24/11/2023 00:41
Cash_Out,7138.94,C864,70499,60571.06,C1058,199143,203907.94,0,0,01/04/2022 15:08
 CASH_IN,835.59,C643,93057,88193.41,C1811,53866,50191.59,0,0,23/03/2022 08:23
CASHOUT,808.18,C397,98151,92702.82,C1832,127145,132440.18,0,0,20/11/2022 07:01
 CASH_IN,1561.07,C270,21695,17765.93,C1457,70499,72992.07,0,0,24/04/2022 09:25
Cash_Out,2239.84,C187,74893,70843.16,C1010,78243,78853.84,0,0,27/02/2022 08:12
Cash_Out,2625.09,C531,63123,60445.91,C1346,120779,122468.09,0,0,03/06/2022 19:58
TRANSFER,5692.44,C275,25176,16107.56,C1982,194225,200754.44,0,0,08/02/2023 06:35
TRANSFER,291.75,C688,18409,14873.25,C1851,143932,144212.75,0,0,20/09/2023 17:35
payment ,176.44,C610,56967,59608.56,C1004,82946,84093.44,0,0,23/09/2022 02:15
transfer,5972.81,C323,54462,49515.19,C1369,17670,24331.81,0,0,16/12/2023 14:56
TRANSFER,1074.86,C17,67501,69858.14,C1457,84766,89443.86,0,0,10/02/2022 16:57
transfer,5129.2,C407,96854,93699.8,C1244,172352,182095.2,0,0,15/04/2022 07:09
CASHOUT,,C410,26015,74418.89,C1248,89694,99985.65,0,0,12/07/2022 09:53
Cash_Out,10861.56,C800,94727,83183.44,C1944,192511,200048.56,0,0,05/02/2023 05:22
payment ,11301.94,C124,66404,56025.06,C1434,166133,180224.94,0,0,05/10/2022 22:22
Cash_Out,1764.04,C319,50281,45829.96,C1419,50764,52810.04,0,0,20/12/2022 11:42
 CASH_IN,1306.78,C152,37146,40336.22,C1104,115164,121308.78,0,0,03/08/2023 15:07
payment ,2649.23,C580,48231,41368.77,C1241,23810,24170.23,0,0,10/12/2023 17:37
 CASH_IN,5579.56,C556,28305,26472.44,C1518,90894,92075.56,0,0,13/10/2023 17:16
CASHOUT,8745.36,C877,54306,47224.64,C1735,176660,182342.36,0,0,23/10/2023 16:13
CASHOUT,5590.38,C19,88176,87336.62,C1728,15933,24644.38,0,0,09/04/2022 16:56
TRANSFER,8696.32,C802,18318,12104.68,C1043,161106,173019.32,0,0,11/08/2023 11:44
transfer,2529.13,C246,13246,7079.87,C1025,1947,6288.13,0,0,09/10/2022 09:11
payment ,849.89,C389,33844,31953.11,C1803,19715,16631.89,0,0,07/02/2023 05:19
TRANSFER,6696.12,C346,32602,29686.88,C1180,30956,37904.12,0,0,19/04/2022 19:47
transfer,2235.14,C475,21584,16097.86,C1603,80846,83944.14,0,0,01/12/2023 14:36
 CASH_IN,5562.61,C202,15169,11277.39,C1427,16303,17244.61,0,0,18/07/2022 10:39
TRANSFER,423.6,C691,6385,8595.4,C1857,24031,24956.6,0,0,23/11/2022 01:08
CASHOUT,24519.09,C667,73758,52720.91,C1579,94786,117487.09,0,0,03/06/2022 20:24
CASHOUT,849.21,C530,25444,23529.79,C1875,87389,86985.21,0,0,06/07/2023 23:56
Cash_Out,22292.81,C102,62497,39162.19,C1150,149049,171537.81,0,0,07/10/2023 21:17
Cash_Out,3036.43,C245,5362,56833.63,C1615,42707,135464.98,0,0,09/02/2023 19:27
CASHOUT,7894.98,C596,99254,94409.02,C1599,145537,154471.98,0,0,07/04/2023 08:59
CASHOUT,5385.57,C318,8250,7311.43,C1094,75761,80266.57,0,0,12/05/2022 05:33
 CASH_IN,4311.46,C350,68354,64373.54,C1381,147712,155760.46,0,0,25/03/2022 17:38
TRANSFER,10053.37,C233,36368,29513.63,C1797,31535,41847.37,0,0,03/02/2023 07:18
Cash_Out,1708.51,C646,44109,39057.49,C1830,170352,175526.51,0,0,20/09/2023 04:13
CASHOUT,3152.56,C36,80589,78621.44,C1514,2991,4065.56,0,0,19/04/2022 18:52
transfer,4829.9,C344,57645,52243.1,C1719,148873,152089.9,0,0,09/08/2022 07:30
Transfeer,2648.26,C603,56997,58796.74,C1929,89680,92770.26,1,0,07/07/2023 21:56
Cash_Out,2788.59,C291,27426,26874.41,C1613,7965,11305.59,0,0,03/01/2023 20:10
payment ,4153.22,C89,59267,52229.78,C1688,29553,34073.22,0,0,22/04/2022 18:31
TRANSFER,9504.79,C347,24892,19263.21,C1427,118802,131608.79,0,0,07/09/2023 21:08
Cash_Out,1125.28,C676,59232,57124.72,C1424,8301,11385.28,0,0,12/07/2023 19:20
payment ,13623.42,C976,94897,86262.58,C1815,18936,37506.42,0,0,09/05/2023 14:27
CASHOUT,5841.22,C443,59225,55929.78,C1198,145227,152358.22,0,0,20/05/2023 07:05
 CASH_IN,8665.75,C252,16007,4165.25,C1007,127978,141202.75,0,0,20/04/2023 21:19
 CASH_IN,4061.8,C816,79777,74249.2,C1902,127230,136011.8,0,0,28/09/2022 20:10
payment ,7559.67,C592,44858,38968.33,C1756,48848,51958.67,0,0,25/02/2023 11:20
TRANSFER,8529.21,C183,89438,84360.79,C1950,149637,159773.21,0,0,02/01/2023 15:19
CASHOUT,204.83,C289,90042,88408.17,C1326,178674,180477.83,0,0,07/10/2022 01:12
PAYMENT,11032.44,C760,83098,70257.56,C1689,37260,48416.44,0,0,10/10/2022 22:13
transfer,1741.18,C157,62969,65907.82,C1623,42581,46706.18,0,0,08/07/2022 04:32
TRANSFER,1180.63,C922,13065,16206.37,C1870,134730,133096.63,0,0,13/06/2022 16:14
 CASH_IN,7248.59,C690,41291,33317.41,C1020,81855,86768.59,0,0,20/06/2023 02:12
PAYMENT,10033.28,C19,98831,88826.72,C1254,102188,109867.28,0,0,04/01/2022 08:20
TRANSFER,542.62,C470,18443,15674.38,C1432,168620,164757.62,0,0,17/10/2022 16:20
 CASH_IN,673.12,C430,9290,4204.88,C1504,150740,150519.12,0,0,09/03/2023 08:56
 CASH_IN,5601.82,C996,83634,81397.18,C1519,153618,157640.82,0,0,30/06/2022 09:44
payment ,9382.9,C67,19072,5042.1,C1929,37874,44534.9,0,0,05/09/2022 02:42
CASHOUT,1960.25,C76,43290,41763.75,C1529,51318,49442.25,0,0,20/09/2023 13:50
PAYMENT,5642.53,C101,85186,74976.47,C1946,37165,38424.53,0,1,06/10/2022 00:58
Cash_Out,4509.99,C651,15115,14055.01,C1499,194042,194001.99,0,0,04/08/2023 12:39
CASHOUT,,C584,41992,,C1395,45411,182775.85,0,0,30/06/2022 20:06
Cash_Out,4282.56,C206,17716,14197.44,C1981,85312,86486.56,0,0,12/11/2023 21:11
CASHOUT,2802.38,C212,97724,90314.62,C1306,36479,39809.38,0,0,24/05/2023 22:07
transfer,1614.29,C78,13621,10760.71,C1509,120567,119635.29,0,0,01/12/2023 02:30
transfer,1282.68,C764,42800,41038.32,C1423,39906,45664.68,0,0,22/11/2022 13:22
payment ,600.89,C132,55043,58340.52,C1149,129523,93200.55,0,0,23/12/2022 21:27
PAYMENT,1328.51,C196,30399,28648.49,C1391,73198,69748.51,0,0,12/10/2023 23:23
Cash_Out,4908.55,C24,14002,12498.45,C1489,72940,79801.55,0,0,11/11/2023 01:06
payment ,6873.38,C471,43098,33350.62,C1667,173677,182586.38,0,0,26/01/2023 08:32
payment ,1234.07,C612,45511,47606.93,C1945,9542,14868.07,0,0,07/09/2023 05:06
 CASH_IN,309.08,C756,53243,52126.92,C1046,27774,25448.08,0,0,26/03/2022 18:08
 CASH_IN,701.91,C542,28750,27008.09,C1311,139628,136938.91,0,0,13/11/2022 15:21
PAYMENT,4656.98,C941,91610,82616.02,C1927,177195,184072.98,0,0,31/07/2022 02:52
TRANSFER,706.01,C289,17310,83865.75,C1138,78342,123517.67,0,0,30/05/2023 11:36
TRANSFER,230.2,C255,55398,59432.8,C1404,117887,115024.2,0,0,19/01/2023 16:27
payment ,6624.14,C936,82542,75491.86,C1921,173658,184836.14,0,0,22/11/2023 18:41
payment ,32027.36,C205,75207,41920.47,C1653,126081,112201,0,0,08/12/2022 00:28
 CASH_IN,3255.5,C474,44345,43713.5,C1846,14864,19567.5,0,0,07/02/2022 21:22
PAYMENT,13215.5,C67,93430,81506.5,C1013,95552,111733.5,0,0,26/05/2023 13:39
CASHOUT,2017.12,C214,91729,89888.88,C1971,58989,65466.12,0,0,24/02/2023 19:29
CASHOUT,3130.59,C633,51843,52065.41,C1867,56093,59160.59,0,0,18/06/2022 19:23
Cash_Out,68.88,C421,10222,12159.12,C1770,33749,34565.88,0,0,09/12/2022 04:33
PAYMENT,425.6,C557,89322,93588.4,C1747,59739,56395.6,0,0,02/11/2022 02:38
TRANSFER,1496.02,C580,31509,28190.98,C1952,174068,180503.02,0,0,26/06/2023 17:18
PAYMENT,141.24,C538,386,790.76,C1889,17305,13183.24,0,0,03/12/2023 03:45
PAYMENT,4989.88,C682,64334,58834.12,C1518,77474,81899.88,0,0,21/06/2023 20:23
 CASH_IN,2779.1,C756,67170,64286.9,C1550,16318,17076.1,0,0,22/04/2022 17:25
Cash_Out,3971.97,C461,40878,32091.03,C1184,52810,61754.97,0,0,15/02/2023 20:12
CASHOUT,959.72,C454,69669,68362.28,C1114,126662,123150.72,0,0,25/07/2022 07:10
payment ,1754.4,C300,38349,33574.6,C1109,121752,125647.4,0,0,04/07/2022 07:35
TRANSFER,5450.61,C785,21952,16042.39,C1576,168892,173760.61,0,0,17/01/2023 16:06
Cash_Out,16805.47,C287,90352,76354.53,C1742,61800,83001.47,0,0,11/05/2023 00:45
TRANSFER,258.66,C760,21529,17099.34,C1280,70942,68186.66,0,0,14/01/2023 17:26
TRANSFER,11053.87,C1,71303,58768.13,C1542,20661,27060.87,0,0,16/02/2022 20:03
CASHOUT,4300.51,C936,41521,40228.49,C1085,83394,88519.51,0,0,05/07/2023 09:57
payment ,4149.64,C999,18383,15142.36,C1137,30816,31180.64,0,0,12/06/2023 18:21
 CASH_IN,359.6,C476,42889,43303.4,C1076,196129,197286.6,0,0,22/01/2022 07:44
CASHOUT,470.88,C953,14633,12006.12,C1967,170938,166652.88,0,0,01/08/2022 23:22
Cash_Out,4592.87,C490,62244,59998.13,C1136,157716,164366.87,0,0,06/11/2022 23:40
transfer,2084.84,C985,19163,14811.16,C1633,52919,50135.84,0,0,23/10/2023 12:18
Cash_Out,12460.75,C805,59019,45978.25,C1974,27428,36258.75,0,0,29/09/2022 22:25
Cash_Out,2609.35,C256,10707,7093.65,C1775,105023,103719.35,0,0,25/07/2023 12:32
transfer,773.23,C452,88112,92028.77,C1096,114160,119772.23,0,0,21/07/2022 06:59
TRANSFER,6271.4,C437,83597,74013.6,C1994,106898,118081.4,0,0,01/02/2022 06:24
PAYMENT,1736.12,C760,45101,40811.88,C1530,189563,190301.12,0,0,19/03/2023 22:18
transfer,3727.16,C397,44706,36845.84,C1797,164452,171489.16,0,0,11/06/2022 04:08
PAYMENT,5983.87,C152,77084,73052.13,C1008,72822,76708.87,0,0,11/09/2022 13:54
TRANSFER,11526.15,C648,15115,4672.85,C1082,75604,88952.15,0,0,05/06/2023 13:19
transfer,7855.68,C221,75379,70954.32,C1046,134089,137838.68,0,0,13/10/2023 17:45
CASHOUT,5640.63,C722,39979,34643.37,C1511,9926,11831.63,0,0,25/04/2023 11:58
Cash_Out,5691.44,C700,40641,38188.56,C1429,44508,51622.44,0,0,10/01/2022 06:32
transfer,14586.88,C435,69377,53839.12,C1089,154558,164506.88,0,0,27/12/2023 04:03
transfer,1753.64,C743,6416,3119.36,C1512,125799,129716.64,0,0,20/05/2023 14:53
TRANSFER,5.56,C135,10633,8855.44,C1898,95933,100903.56,0,0,14/07/2023 17:15
transfer,1228.81,C625,14393,9331.19,C1664,125030,126890.81,0,0,21/04/2022 17:43
Transfeer,5421.1,C775,35380,28448.9,C1413,114541,116668.1,0,0,02/06/2022 03:23
PAYMENT,5021.67,C278,45056,36931.33,C1512,10002,17357.67,0,0,27/09/2023 21:10
transfer,4500.38,C584,88279,80957.62,C1890,48586,54999.38,0,0,12/04/2022 13:58
CASHOUT,81.88,C735,97507,98380.12,C1657,68737,73799.88,0,0,10/07/2022 03:02
TRANSFER,1954.34,C545,36126,31114.66,C1904,195740,200820.34,0,0,17/07/2023 20:16
payment ,5468.96,C244,80382,75825.04,C1646,27048,31210.96,0,0,22/03/2022 21:32
CASHOUT,4066.17,C749,91713,90332.83,C1797,171396,171451.17,0,0,04/05/2023 06:21
TRANSFER,2098.31,C17,33682,30279.69,C1076,127912,128690.31,0,0,29/03/2022 17:04
payment ,722.68,C876,18228,15330.32,C1080,197949,202767.68,0,0,13/07/2022 02:23
transfer,495.89,C555,24009,26927.11,C1780,79517,81422.89,0,0,14/04/2022 00:48
PAYMENT,12529.48,C500,80636,63635.52,C1553,121443,132969.48,0,0,27/02/2023 16:40
TRANSFER,5246.08,C526,52221,48358.92,C1635,52634,53790.08,0,0,17/07/2022 19:05
Cash_Out,545.92,C92,98453,101232.08,C1741,61491,63622.92,0,0,01/01/2022 08:09
 CASH_IN,2571.05,C382,17430,14344.95,C1868,122416,125968.05,0,0,11/02/2023 00:09
Cash_Out,6527.06,C888,35571,24144.94,C1201,5565,17029.06,0,0,13/01/2023 11:30
CASHOUT,666.63,C278,54486,72584.74,C1845,80483,33249.06,0,0,16/06/2022 00:22
Cash_Out,629.06,C726,90510,87608.94,C1446,106234,103714.06,0,0,24/05/2023 02:12
payment ,0.15,C448,96665,94209.85,C1106,72053,73509.15,0,0,30/09/2023 07:50
TRANSFER,6226.35,C760,62294,53625.65,C1964,14287,17128.35,0,0,09/11/2022 10:29
transfer,2204.91,C981,20860,20501.09,C1291,77365,83966.91,0,0,16/08/2023 06:42
TRANSFER,1468.38,C582,72812,67291.62,C1802,133494,133988.38,0,0,22/02/2023 13:57
TRANSFER,64.91,C620,66087,70782.09,C1685,29060,30993.91,0,0,12/11/2023 01:19
transfer,3885.9,C287,8486,4536.1,C1940,41633,42964.9,0,0,22/04/2023 03:28
payment ,9524.11,C475,83063,70591.89,C1311,105251,113087.11,0,0,14/03/2022 16:41
TRANSFER,15806.77,C881,49607,28993.23,C1598,13790,32610.77,0,0,21/05/2022 03:24
Cash_Out,4170.62,C671,9745,9507.38,C1516,131059,137086.62,0,0,05/08/2023 15:21
CASHOUT,3612.48,C800,78533,77224.52,C1683,156240,159871.48,0,0,19/09/2022 01:18
 CASH_IN,444.46,C170,18330,15844.54,C1632,155091,153751.46,0,0,06/12/2022 09:46
CASHOUT,3980.03,C524,40078,39271.97,C1667,174811,179266.03,0,0,04/11/2022 04:15
TRANSFER,2390.01,C371,55332,50864.99,C1598,3668,4727.01,1,0,02/09/2022 02:37
payment ,4671.45,C731,54532,48099.55,C1425,76280,78475.45,0,0,30/05/2023 13:36
transfer,2461.05,C392,90365,86768.95,C1609,28754,33713.05,0,0,03/12/2022 22:16
PAYMENT,1374.15,C957,43336,45190.85,C1414,186686,185021.15,0,0,29/07/2023 01:18
payment ,498.91,C184,8070,12461.09,C1134,85058,86859.91,0,0,15/07/2023 10:07
TRANSFER,508.2,C431,89043,90129.8,C1771,133572,137372.2,0,0,24/06/2022 11:06
PAYMENT,973.37,C938,38921,38556.63,C1363,118981,124459.37,0,0,19/04/2022 19:21
payment ,2935.87,C208,64409,61581.13,C1031,26921,28100.87,0,0,11/07/2022 23:01
CASHOUT,3795.07,C993,92995,85982.93,C1539,54551,59393.07,0,0,06/03/2022 09:14
 CASH_IN,10342.25,C799,15589,8540.75,C1951,16683,26699.25,0,0,19/04/2023 08:11
PAYMENT,27095.54,C328,36375,10109.46,C1771,77952,101261.54,0,0,10/04/2022 20:59
transfer,4369.92,C360,43085,39546.08,C1486,14833,21808.92,0,0,28/06/2023 13:31
 CASH_IN,8369.18,C443,60840,47511.82,C1755,18290,25285.18,0,0,08/05/2022 12:23
TRANSFER,1979.61,C896,43200,42429.39,C1364,14003,19963.61,0,0,28/03/2023 17:26
Cash_Out,1824.57,C440,98704,92940.43,C1263,123086,129468.57,0,0,04/01/2023 13:54
CASHOUT,2576.71,C368,26732,29023.29,C1141,71656,77107.71,0,0,12/02/2022 03:54
CASHOUT,5581.45,C105,97047,90154.55,C1029,41253,48102.45,0,0,23/02/2023 16:10
payment ,5731.53,C723,22426,19289.47,C1898,182097,189640.53,0,0,03/05/2023 03:12
 CASH_IN,1893.43,C324,30982,30895.57,C1129,88022,90394.43,0,0,19/03/2022 19:20
 CASH_IN,714.79,C231,59720,58002.21,C1777,153778,158186.79,0,0,27/09/2022 23:45
CASHOUT,5003.75,C724,16746,7067.25,C1069,87231,87406.75,0,0,05/11/2023 09:03
transfer,686.7,C836,28514,30032.3,C1118,104791,101363.7,0,0,02/12/2023 10:40
PAYMENT,4319.59,C707,64889,56689.41,C1326,173804,182732.59,0,0,29/12/2023 01:06
CASHOUT,6030.07,C316,19796,15059.93,C1069,6880,12278.07,0,0,17/06/2022 22:06
payment ,7001.4,C263,76034,69225.6,C1207,28949,40551.4,0,0,05/12/2022 03:05
TRANSFER,10312.31,C728,62798,54709.69,C1090,66064,78432.31,0,0,12/07/2022 10:41
CASHOUT,3465.33,C502,98388,98448.67,C1119,43093,46511.33,0,0,29/03/2023 19:34
TRANSFER,6551.28,C262,62985,53472.72,C1971,153916,155727.28,0,0,10/10/2022 21:20
payment ,4827.05,C932,34592,25567.95,C1981,153432,156611.05,0,0,02/12/2022 12:27
TRANSFER,1032.91,C681,44845,39578.09,C1206,87941,85325.91,0,0,25/01/2023 13:33
CASHOUT,130.13,C415,15930,14326.87,C1405,127668,128041.13,0,0,09/06/2023 16:04
CASHOUT,1674.16,C912,21159,16790.84,C1767,124240,130605.16,0,0,28/08/2022 23:04
TRANSFER,2926.25,C667,95072,88633.75,C1546,43322,44254.25,0,0,28/04/2023 14:27
transfer,4799.98,C69,89788,84117.02,C1123,151776,152397.98,0,0,21/10/2023 13:25
transfer,9484.24,C233,24003,11891.76,C1111,183718,188733.24,0,0,17/12/2023 00:20
payment ,1186.41,C431,35139,48099.55,C1206,48181,141021.08,0,0,15/08/2023 01:56
transfer,670.8,C53,52452,50090.2,C1982,161661,157497.8,0,0,09/07/2023 13:51
 CASH_IN,16549.47,C169,22205,7489.53,C1613,87972,104447.47,0,0,03/04/2023 22:28
Cash_Out,571.7,C35,96059,96222.3,C1944,112431,109057.7,0,0,30/03/2022 20:48
TRANSFER,3255.14,C833,56955,53533.86,C1385,90179,89688.14,0,0,22/10/2023 23:34
Cash_Out,4404.18,C926,7464,5049.82,C1705,83562,87252.18,1,0,05/04/2022 12:40
Cash_Out,3897.61,C960,82646,77731.39,C1752,140284,147190.61,0,0,28/03/2023 18:54
TRANSFER,293.59,C250,9840,6050.41,C1964,39767,42818.59,0,0,31/05/2022 15:33
Cash_Out,557.36,C12,40768,42003.64,C1131,7322,12602.36,0,0,29/05/2023 08:07
payment ,4404.47,C670,9461,2506.53,C1731,35911,44479.47,0,0,11/01/2023 11:16
payment ,3930.1,C540,20927,14029.9,C1849,177652,184471.1,0,0,22/01/2022 20:35
TRANSFER,1331.17,C56,89934,91604.83,C1103,181694,182769.17,0,0,09/11/2022 07:09
PAYMENT,5077.44,C160,98622,98435.56,C1552,5678,14052.44,0,0,03/06/2023 22:10
